-3, 0
-3, -5
-8, -5
-8, -10
-2, -10
-2, -17
-8, -17
-8, -25
-11, -25
-11, -33
-15, -33
-15, -41
-21, -41
-21, -36
-25, -36
-25, -28
-31, -28
-31, -25
-35, -25
-35, -31
-42, -31
-42, -35
-49, -35
-49, -39
-58, -39
-58, -42
-60, -42
-60, -47
-64, -47
-64, -37
-67, -37
-67, -35
-71, -35
-71, -31
-78, -31
-78, -35
-85, -35
-85, -43
-88, -43
-88, -49
-92, -49
-92, -52
-101, -52
-101, -56
-107, -56
-107, -59
-110, -59
-110, -68
-114, -68
-114, -73
-104, -73
-104, -78
-111, -78
-111, -82
-114, -82
-114, -85
-123, -85
-123, -82
-128, -82
-128, -80
-135, -80
-135, -75
-129, -75
-129, -72
-123, -72
-123, -68
-129, -68
-129, -59
-134, -59
-134, -62
-139, -62
-139, -64
-144, -64
-144, -71
-153, -71
-153, -67
-156, -67
-156, -62
-162, -62
-162, -59
-165, -59
-165, -53
-162, -53
-162, -50
-153, -50
-153, -45
-146, -45
-146, -39
-140, -39
-140, -32
-131, -32
-131, -30
-140, -30
-140, -22
-146, -22
-146, -19
-149, -19
-149, -11
-153, -11
-153, -5
-156, -5
-156, -9
-165, -9
-165, -13
-169, -13
-169, -16
-162, -16
-162, -19
-156, -19
-156, -22
-159, -22
-159, -28
-164, -28
-164, -35
-170, -35
-170, -39
-174, -39
-174, -42
-178, -42
-178, -44
-183, -44
-183, -54
-189, -54
-189, -60
-196, -60
-196, -65
-199, -65
-199, -69
-195, -69
-195, -72
-201, -72
-201, -76
-207, -76
-207, -80
-202, -80
-202, -85
-210, -85
-210, -88
-202, -88
-202, -92
-199, -92
-199, -80
-195, -80
-195, -83
-193, -83
-193, -88
-189, -88
-189, -81
-182, -81
-182, -88
-179, -88
-179, -93
-169, -93
-169, -96
-165, -96
-165, -107
-169, -107
-169, -112
-173, -112
-173, -118
-179, -118
-179, -121
-184, -121
-184, -112
-189, -112
-189, -122
-193, -122
-193, -129
-199, -129
-199, -133
-204, -133
-204, -136
-209, -136
-209, -139
-204, -139
-204, -141
-196, -141
-196, -146
-199, -146
-199, -157
-203, -157
-203, -146
-209, -146
-209, -149
-213, -149
-213, -151
-216, -151
-216, -153
-222, -153
-222, -144
-215, -144
-215, -136
-222, -136
-222, -133
-226, -133
-226, -138
-238, -138
-238, -140
-242, -140
-242, -147
-238, -147
-238, -150
-234, -150
-234, -152
-226, -152
-226, -156
-220, -156
-220, -158
-217, -158
-217, -167
-214, -167
-214, -171
-209, -171
-209, -174
-206, -174
-206, -168
-198, -168
-198, -165
-194, -165
-194, -156
-189, -156
-189, -164
-182, -164
-182, -171
-177, -171
-177, -183
-174, -183
-174, -186
-167, -186
-167, -179
-159, -179
-159, -171
-156, -171
-156, -177
-153, -177
-153, -181
-141, -181
-141, -185
-148, -185
-148, -195
-141, -195
-141, -201
-135, -201
-135, -191
-133, -191
-133, -187
-130, -187
-130, -191
-128, -191
-128, -201
-124, -201
-124, -196
-118, -196
-118, -193
-116, -193
-116, -183
-113, -183
-113, -187
-108, -187
-108, -191
-105, -191
-105, -201
-101, -201
-101, -193
-97, -193
-97, -188
-101, -188
-101, -177
-96, -177
-96, -184
-93, -184
-93, -194
-89, -194
-89, -189
-86, -189
-86, -180
-80, -180
-80, -175
-73, -175
-73, -169
-69, -169
-69, -166
-62, -166
-62, -160
-59, -160
-59, -156
-55, -156
-55, -162
-47, -162
-47, -168
-45, -168
-45, -171
-39, -171
-39, -180
-33, -180
-33, -184
-31, -184
-31, -190
-28, -190
-28, -194
-24, -194
-24, -186
-16, -186
-16, -183
-13, -183
-13, -177
-9, -177
-9, -183
0, -183
0, -187
5, -187
5, -182
8, -182
8, -174
10, -174
10, -171
15, -171
15, -182
20, -182
20, -187
24, -187
24, -189
28, -189
28, -197
33, -197
33, -201
37, -201
37, -209
30, -209
30, -216
37, -216
37, -221
40, -221
40, -225
49, -225
49, -217
56, -217
56, -214
64, -214
64, -208
66, -208
66, -197
72, -197
72, -193
68, -193
68, -188
65, -188
65, -193
59, -193
59, -190
55, -190
55, -187
57, -187
57, -185
67, -185
67, -183
72, -183
72, -180
68, -180
68, -169
66, -169
66, -166
70, -166
70, -163
79, -163
79, -158
83, -158
83, -152
90, -152
90, -150
94, -150
94, -148
98, -148
98, -138
101, -138
101, -135
99, -135
99, -131
88, -131
88, -126
86, -126
86, -121
91, -121
91, -117
82, -117
82, -111
91, -111
91, -108
95, -108
95, -112
97, -112
97, -121
101, -121
101, -117
104, -117
104, -108
110, -108
110, -117
115, -117
115, -115
121, -115
121, -124
126, -124
126, -121
131, -121
131, -113
126, -113
126, -106
135, -106
135, -110
139, -110
139, -118
135, -118
135, -124
141, -124
141, -127
151, -127
151, -130
146, -130
146, -133
141, -133
141, -141
146, -141
146, -144
151, -144
151, -147
143, -147
143, -144
138, -144
138, -135
136, -135
136, -130
133, -130
133, -136
129, -136
129, -144
124, -144
124, -147
121, -147
121, -150
124, -150
124, -154
132, -154
132, -159
135, -159
135, -163
124, -163
124, -167
113, -167
113, -173
109, -173
109, -178
105, -178
105, -171
100, -171
100, -168
95, -168
95, -173
91, -173
91, -178
85, -178
85, -184
94, -184
94, -192
98, -192
98, -200
103, -200
103, -204
108, -204
108, -199
115, -199
115, -196
118, -196
118, -192
124, -192
124, -197
126, -197
126, -204
129, -204
129, -208
133, -208
133, -213
137, -213
137, -223
143, -223
143, -225
149, -225
149, -233
158, -233
158, -225
163, -225
163, -229
170, -229
170, -223
176, -223
176, -217
181, -217
181, -214
185, -214
185, -209
188, -209
188, -200
184, -200
184, -192
181, -192
181, -187
186, -187
186, -182
192, -182
192, -178
200, -178
200, -172
198, -172
198, -168
196, -168
196, -164
186, -164
186, -162
176, -162
176, -158
183, -158
183, -156
188, -156
188, -152
190, -152
190, -145
198, -145
198, -141
192, -141
192, -134
189, -134
189, -125
185, -125
185, -132
183, -132
183, -141
180, -141
180, -135
177, -135
177, -132
167, -132
167, -128
164, -128
164, -123
156, -123
156, -114
153, -114
153, -109
147, -109
147, -106
143, -106
143, -103
137, -103
137, -100
133, -100
133, -94
125, -94
125, -89
120, -89
120, -81
117, -81
117, -75
113, -75
113, -66
119, -66
119, -59
111, -59
111, -54
116, -54
116, -47
119, -47
119, -44
113, -44
113, -39
103, -39
103, -33
98, -33
98, -42
105, -42
105, -46
102, -46
102, -49
93, -49
93, -53
98, -53
98, -58
105, -58
105, -62
98, -62
98, -68
90, -68
90, -73
84, -73
84, -75
78, -75
78, -71
69, -71
69, -75
64, -75
64, -71
59, -71
59, -67
57, -67
57, -71
51, -71
51, -75
45, -75
45, -64
40, -64
40, -57
34, -57
34, -51
32, -51
32, -44
29, -44
29, -36
21, -36
21, -32
12, -32
12, -29
20, -29
20, -24
27, -24
27, -21
29, -21
29, -18
40, -18
40, -15
42, -15
42, -10
44, -10
44, -6
37, -6
37, -14
30, -14
30, -11
34, -11
34, 1
30, 1
30, 4
26, 4
26, 0
24, 0
24, -8
20, -8
20, -14
17, -14
17, -6
12, -6
12, -3
19, -3
19, 6
12, 6
12, 9
9, 9
9, 13
2, 13
2, 10
0, 10
0, 0
